t	G nocrash	G 5csd	G RSSsg
1043	0	-0,209893	-0,95
1044	0	-0,209893	-0,95
1045	0	-0,209893	-0,95
1046	0	-0,209893	-0,95
1047	0	-0,209893	-0,95
1048	0	-0,209893	-0,95
1049	0	-0,209893	-0,95
1050	0	-0,209893	-0,95
1051	0	-0,209893	-0,95
1052	0	-0,209893	-0,95
1053	0	-0,209893	-0,95
1054	0	-0,209893	-0,95
1055	0	-0,209893	-0,95
1056	0	-0,209893	-0,95
1057	0	-0,209893	-0,95
1058	0	-0,209893	-0,95
1059	0	-0,209893	-0,95
1060	0	-0,209893	-0,95
1061	0	-0,209893	-0,95
1062	0	-0,209893	-0,95
1063	0	-0,209893	-0,95
1064	0	-0,209893	-0,95
1065	0	-0,209893	-0,95
1066	0	-0,209893	-0,95
1067	0	-0,209893	-0,95
1068	0	-0,209893	-0,95
1069	0	-0,209893	-0,95
1070	0	-0,209893	-0,95
1071	0	-0,209893	-0,95
1072	0	-0,209893	-0,95
1073	0	-0,209893	-0,95
1074	0	-0,209893	-0,95
1075	0	-0,209893	-0,95
1076	0	-0,209893	-0,95
1077	0	-0,209893	-0,95
1078	0	-0,209893	-0,95
1079	0	-0,209893	-0,95
1080	0	-0,209893	-0,95
1081	0	-0,209893	-0,95
1082	0	-0,209893	-0,95
1083	0	-0,209893	-0,95
1084	0	-0,209893	-0,95
1085	0	-0,209893	-0,95
1086	0	-0,209893	-0,95
1087	0	-0,209893	-0,95
1088	0	-0,209893	-0,95
1089	0	-0,209893	-0,95
1090	0	-0,209893	-0,95
1091	0	-0,209893	-0,95
1092	0	-0,209893	-0,95
1093	0	-0,209893	-0,95
1094	0	-0,209893	-0,95
1095	0	-0,209893	-0,95
1096	0	-0,209893	-0,95
1097	0	-0,209893	-0,95
1098	0	-0,209893	-0,95
1099	0	-0,209893	-0,95
1100	0	-0,209893	-0,95
1101	0	-0,209893	-0,95
1102	0	-0,209893	-0,95
1103	0	-0,209893	-0,95
1104	0	-0,209893	-0,95
1105	0	-0,209893	-0,95
1106	0	-0,209893	-0,95
1107	0	-0,209893	-0,95
1108	0	-0,209893	-0,95
1109	0	-0,209893	-0,95
1110	0	-0,209893	-0,95
1111	0	-0,209893	-0,95
1112	0	-0,209893	-0,95
1113	0	-0,209893	-0,95
1114	0	-0,209893	-0,95
1115	0	-0,209893	-0,95
1116	0	-0,209893	-0,95
1117	0	-0,209893	-0,95
1118	0	-0,209893	-0,95
1119	0	-0,209893	-0,95
1120	0	-0,209893	-0,95
1121	0	-0,209893	-0,95
1122	0	-0,209893	-0,95
1123	0	-0,209893	-0,95
1124	0	-0,209893	-0,95
1125	0	-0,209893	-0,95
1126	0	-0,209893	-0,95
1127	0	-0,209893	-0,95
1128	0	-0,209893	-0,95
1129	0	-0,209893	-0,95
1130	0	-0,209893	-0,95
1131	0	-0,209893	-0,95
1132	0	-0,209893	-0,95
1133	0	-0,209893	-0,95
1134	0	-0,209893	-0,95
1135	0	-0,209893	-0,95
1136	0	-0,209893	-0,95
1137	0	-0,209893	-0,95
1138	0	-0,209893	-0,95
1139	0	-0,209893	-0,95
1140	0	-0,209893	-0,95
1141	0	-0,209893	-0,95
1142	0	-0,209893	-0,95
1143	0	-0,209893	-0,95
1144	0	-0,209893	-0,95
1145	0	-0,209893	-0,95
1146	0	-0,209893	-0,95
1147	0	-0,209893	-0,95
1148	0	-0,209893	-0,95
1149	0	-0,209893	-0,95
1150	0	-0,209893	-0,95
1151	0	-0,209893	-0,95
1152	0	-0,209893	-0,95
1153	0	-0,209893	-0,95
1154	0	-0,209893	-0,95
1155	0	-0,209893	-0,95
1156	0	-0,209893	-0,95
1157	0	-0,209893	-0,95
1158	0	-0,209893	-0,95
1159	0	-0,209893	-0,95
1160	0	-0,209893	-0,95
1161	0	-0,209893	-0,95
1162	0	-0,209893	-0,95
1163	0	-0,209893	-0,95
1164	0	-0,209893	-0,95
1165	0	-0,209893	-0,95
1166	0	-0,209893	-0,95
1167	0	-0,209893	-0,95
1168	0	-0,209893	-0,95
1169	0	-0,209893	-0,95
1170	0	-0,209893	-0,95
1171	0	-0,209893	-0,95
1172	0	-0,209893	-0,95
1173	0	-0,209893	-0,95
1174	0	-0,209893	-0,95
1175	0	-0,209893	-0,95
1176	0	-0,209893	-0,95
1177	0	-0,209893	-0,95
1178	0	-0,209893	-0,95
1179	0	-0,209893	-0,95
1180	0	-0,209893	-0,95
1181	0	-0,209893	-0,95
1182	0	-0,209893	-0,95
1183	0	-0,209893	-0,95
1184	0	-0,209893	-0,95
1185	0	-0,209893	-0,95
1186	0	-0,209893	-0,95
1187	0	-0,209893	-0,95
1188	0	-0,209893	-0,95
1189	0	-0,209893	-0,95
1190	0	-0,209893	-0,95
1191	0	-0,209893	-0,95
1192	0	-0,209893	-0,95
1193	0	-0,209893	-0,95
1194	0	-0,209893	-0,95
1195	0	-0,209893	-0,95
1196	0	-0,209893	-0,95
1197	0	-0,209893	-0,95
1198	0	-0,209893	-0,95
1199	0	-0,209893	-0,95
1200	0	-0,209893	-0,95
1201	0	-0,209893	-0,95
1202	0	-0,209893	-0,95
1203	0	-0,209893	-0,95
1204	0	-0,209893	-0,95
1205	0	-0,209893	-0,95
1206	0	-0,209893	-0,95
1207	0	-0,209893	-0,95
1208	0	-0,209893	-0,95
1209	0	-0,209893	-0,95
1210	0	-0,209893	-0,95
1211	0	-0,209893	-0,95
1212	0	-0,209893	-0,95
1213	0	-0,209893	-0,95
1214	0	-0,209893	-0,95
1215	0	-0,209893	-0,95
1216	0	-0,209893	-0,95
1217	0	-0,209893	-0,95
1218	0	-0,209893	-0,95
1219	0	-0,209893	-0,95
1220	0	-0,209893	-0,95
1221	0	-0,209893	-0,95
1222	0	-0,209893	-0,95
1223	0	-0,209893	-0,95
1224	0	-0,209893	-0,95
1225	0	-0,209893	-0,95
1226	0	-0,209893	-0,95
1227	0	-0,209893	-0,95
1228	0	-0,209893	-0,95
1229	0	-0,209893	-0,95
1230	0	-0,209893	-0,95
1231	0	-0,209893	-0,95
1232	0	-0,209893	-0,95
1233	0	-0,209893	-0,95
1234	0	-0,209893	-0,95
1235	0	-0,209893	-0,95
1236	0	-0,209893	-0,95
1237	0	-0,209893	-0,95
1238	0	-0,209893	-0,95
1239	0	-0,209893	-0,95
1240	0	-0,209893	-0,95
1241	0	-0,209893	-0,95
1242	0	-0,209893	-0,95
1243	0	-0,209893	-0,95
1244	0	-0,209893	-0,95
1245	0	-0,209893	-0,95
1246	0	-0,209893	-0,95
1247	0	-0,209893	-0,95
1248	0	-0,209893	-0,95
1249	0	-0,209893	-0,95
1250	0	-0,209893	-0,95
1251	0	-0,209893	-0,95
1252	0	-0,209893	-0,95
1253	0	-0,209893	-0,95
1254	0	-0,209893	-0,95
1255	0	-0,209893	-0,95
1256	0	-0,209893	-0,95
1257	0	-0,209893	-0,95
1258	0	-0,209893	-0,95
1259	0	-0,209893	-0,95
1260	0	-0,209893	-0,95
1261	0	-0,209893	-0,95
1262	0	-0,209893	-0,95
1263	0	-0,209893	-0,95
1264	0	-0,209893	-0,95
1265	0	-0,209893	-0,95
1266	0	-0,209893	-0,95
1267	0	-0,209893	-0,95
1268	0	-0,209893	-0,95
1269	0	-0,209893	-0,95
1270	0	-0,209893	-0,95
1271	0	-0,209893	-0,95
1272	0	-0,209893	-0,95
1273	0	-0,209893	-0,95
1274	0	-0,209893	-0,95
1275	0	-0,209893	-0,95
1276	0	-0,209893	-0,95
1277	0	-0,209893	-0,95
1278	0	-0,209893	-0,95
1279	0	-0,209893	-0,95
1280	0	-0,209893	-0,95
1281	0	-0,209893	-0,95
1282	0	-0,209893	-0,95
1283	0	-0,209893	-0,95
1284	0	-0,209893	-0,95
1285	0	-0,209893	-0,95
1286	0	-0,209893	-0,95
1287	0	-0,209893	-0,95
1288	0	-0,209893	-0,95
1289	0	-0,209893	-0,95
1290	0	-0,209893	-0,95
1291	0	-0,209893	-0,95
1292	0	-0,209893	-0,95
1293	0	-0,209893	-0,95
1294	0	-0,209893	-0,95
1295	0	-0,209893	-0,95
1296	0	-0,209893	-0,95
1297	0	-0,209893	-0,95
1298	0	-0,209893	-0,95
1299	0	-0,209893	-0,95
1300	0	-0,209893	-0,95
1301	0	-0,209893	-0,95
1302	0	-0,209893	-0,95
1303	0	-0,209893	-0,95
1304	0	-0,209893	-0,95
1305	0	-0,209893	-0,95
1306	0	-0,209893	-0,95
1307	0	-0,209893	-0,95
1308	0	-0,209893	-0,95
1309	0	-0,209893	-0,95
1310	0	-0,209893	-0,95
1311	0	-0,209893	-0,95
1312	0	-0,209893	-0,95
1313	0	-0,209893	-0,95
1314	0	-0,209893	-0,95
1315	0	-0,209893	-0,95
1316	0	-0,209893	-0,95
1317	0	-0,209893	-0,95
1318	0	-0,209893	-0,95
1319	0	-0,209893	-0,95
1320	0	-0,209893	-0,95
1321	0	-0,209893	-0,95
1322	0	-0,209893	-0,95
1323	0	-0,209893	-0,95
1324	0	-0,209893	-0,95
1325	0	-0,209893	-0,95
1326	0	-0,209893	-0,95
1327	0	-0,209893	-0,95
1328	0	-0,209893	-0,95
1329	0	-0,209893	-0,95
1330	0	-0,209893	-0,95
1331	0	-0,209893	-0,95
1332	0	-0,209893	-0,95
1333	0	-0,209893	-0,95
1334	0	-0,209893	-0,95
1335	0	-0,209893	-0,95
1336	0	-0,209893	-0,95
1337	0	-0,209893	-0,95
1338	0	-0,209893	-0,95
1339	0	-0,209893	-0,95
1340	0	-0,209893	-0,95
1341	0	-0,209893	-0,95
1342	0	-0,209893	-0,95
1343	0	-0,209893	-0,95
1344	0	-0,209893	-0,95
1345	0	-0,209893	-0,95
1346	0	-0,209893	-0,95
1347	0	-0,209893	-0,95
1348	0	-0,209893	-0,95
1349	0	-0,209893	-0,95
1350	0	-0,209893	-0,95
1351	0	-0,209893	-0,95
1352	0	-0,209893	-0,95
1353	0	-0,209893	-0,95
1354	0	-0,209893	-0,95
1355	0	-0,209893	-0,95
1356	0	-0,209893	-0,95
1357	0	-0,209893	-0,95
1358	0	-0,209893	-0,95
1359	0	-0,209893	-0,95
1360	0	-0,209893	-0,95
1361	0	-0,209893	-0,95
1362	0	-0,209893	-0,95
1363	0	-0,209893	-0,95
1364	0	-0,209893	-0,95
1365	0	-0,209893	-0,95
1366	0	-0,209893	-0,95
1367	0	-0,209893	-0,95
1368	0	-0,209893	-0,95
1369	0	-0,209893	-0,95
1370	0	-0,209893	-0,95
1371	0	-0,209893	-0,95
1372	0	-0,209893	-0,95
1373	0	-0,209893	-0,95
1374	0	-0,209893	-0,95
1375	0	-0,209893	-0,95
1376	0	-0,209893	-0,95
1377	0	-0,209893	-0,95
1378	0	-0,209893	-0,95
1379	0	-0,209893	-0,95
1380	0	-0,209893	-0,95
1381	0	-0,209893	-0,95
1382	0	-0,209893	-0,95
1383	0	-0,209893	-0,95
1384	0	-0,209893	-0,95
1385	0	-0,209893	-0,95
1386	0	-0,209893	-0,95
1387	0	-0,209893	-0,95
1388	0	-0,209893	-0,95
1389	0	-0,209893	-0,95
1390	0	-0,209893	-0,95
1391	0	-0,209893	-0,95
1392	0	-0,209893	-0,95
1393	0	-0,209893	-0,95
1394	0	-0,209893	-0,95
1395	0	-0,209893	-0,95
1396	0	-0,209893	-0,95
1397	0	-0,209893	-0,95
1398	0	-0,209893	-0,95
1399	0	-0,209893	-0,95
1400	0	-0,209893	-0,95
1401	0	-0,209893	-0,95
1402	0	-0,209893	-0,95
1403	0	-0,209893	-0,95
1404	0	-0,209893	-0,95
1405	0	-0,209893	-0,95
1406	0	-0,209893	-0,95
1407	0	-0,209893	-0,95
1408	0	-0,209893	-0,95
1409	0	-0,209893	-0,95
1410	0	-0,209893	-0,95
1411	0	-0,209893	-0,95
1412	0	-0,209893	-0,95
1413	0	-0,209893	-0,95
1414	0	-0,209893	-0,95
1415	0	-0,209893	-0,95
1416	0	-0,209893	-0,95
1417	0	-0,209893	-0,95
1418	0	-0,209893	-0,95
1419	0	-0,209893	-0,95
1420	0	-0,209893	-0,95
1421	0	-0,209893	-0,95
1422	0	-0,209893	-0,95
1423	0	-0,209893	-0,95
1424	0	-0,209893	-0,95
1425	0	-0,209893	-0,95
1426	0	-0,209893	-0,95
1427	0	-0,209893	-0,95
1428	0	-0,209893	-0,95
1429	0	-0,209893	-0,95
1430	0	-0,209893	-0,95
1431	0	-0,209893	-0,95
1432	0	-0,209893	-0,95
1433	0	-0,209893	-0,95
1434	0	-0,209893	-0,95
1435	0	-0,209893	-0,95
1436	0	-0,209893	-0,95
1437	0	-0,209893	-0,95
1438	0	-0,209893	-0,95
1439	0	-0,209893	-0,95
1440	0	-0,209893	-0,95
1441	0	-0,209893	-0,95
1442	0	-0,209893	-0,95
1443	0	-0,209893	-0,95
1444	0	-0,209893	-0,95
1445	0	-0,209893	-0,95
1446	0	-0,209893	-0,95
1447	0	-0,209893	-0,95
1448	0	-0,209893	-0,95
1449	0	-0,209893	-0,95
1450	0	-0,209893	-0,95
1451	0	-0,209893	-0,95
1452	0	-0,209893	-0,95
1453	0	-0,209893	-0,95
1454	0	-0,209893	-0,95
1455	0	-0,209893	-0,95
1456	0	-0,209893	-0,95
1457	0	-0,209893	-0,95
1458	0	-0,209893	-0,95
1459	0	-0,209893	-0,95
1460	0	-0,209893	-0,95
1461	0	-0,209893	-0,95
1462	0	-0,209893	-0,95
1463	0	-0,209893	-0,95
1464	0	-0,209893	-0,95
1465	0	-0,209893	-0,95
1466	0	-0,209893	-0,95
1467	0	-0,209893	-0,95
1468	0	-0,209893	-0,95
1469	0	-0,209893	-0,95
1470	0	-0,209893	-0,95
1471	0	-0,209893	-0,95
1472	0	-0,209893	-0,95
1473	0	-0,209893	-0,95
1474	0	-0,209893	-0,95
1475	0	-0,209893	-0,95
1476	0	-0,209893	-0,95
1477	0	-0,209893	-0,95
1478	0	-0,209893	-0,95
1479	0	-0,209893	-0,95
1480	0	-0,209893	-0,95
1481	0	-0,209893	-0,95
1482	0	-0,209893	-0,95
1483	0	-0,209893	-0,95
1484	0	-0,209893	-0,95
1485	0	-0,209893	-0,95
1486	0	-0,209893	-0,95
1487	0	-0,209893	-0,95
1488	0	-0,209893	-0,95
1489	0	-0,209893	-0,95
1490	0	-0,209893	-0,95
1491	0	-0,209893	-0,95
1492	0	-0,209893	-0,95
1493	0	-0,209893	-0,95
1494	0	-0,209893	-0,95
1495	0	-0,209893	-0,95
1496	0	-0,209893	-0,95
1497	0	-0,209893	-0,95
1498	0	-0,209893	-0,95
1499	0	-0,209893	-0,95
